,Location,Price,Descr,Link,superficieutil,habitacionamueblada,numbanos,estadoconservacion,gastosincluidosalquiler,area,numhabitaciones
1175,Vecindario-Los Llanos (Santa Lucía de Tirajana),300,"Es una habitación doble exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-vecindario_los_llanos-945856909700376_109600/,179,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1176,Centro (Las Palmas de Gran Canaria),200,Es una habitación doble exterior disponible a partir del dia 05-05-2018. La duración mínima del contrato es Más ...,/alquilar/habitacion-las_palmas_de_gran_canaria_centro35013-945856909678911_109600/,90,Amueblada,1,0,0,habitaciones-las_palmas,3
1177,Vecindario-Cruce de Sardina (Santa Lucía de Tirajana),350,Es una habitación doble  disponible a partir del dia 06-05-2019. La duración mínima del contrato es 3 meses. El ...,/alquilar/habitacion-vecindario_cruce_de_sardina-945856909648565_109600/,180,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,4
1178,Centro (Las Palmas de Gran Canaria),400,Es una habitación individual exterior disponible a partir del dia 16-09-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-las_palmas_de_gran_canaria_centro35003-945856909683134_109600/,70,Amueblada,1,0,0,habitaciones-las_palmas,2
1179,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),350,Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...,/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909621873_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,4
1180,Sonnenland (San Bartolomé de Tirajana),475,"Es una habitación individual  disponible a partir del dia 29-05-2019. El tamaño de la habitación es mediana,  si...",/alquilar/habitacion-sonnenland35100-945856909654873_109600/,150,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1181,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),350,Es una habitación individual exterior disponible a partir del dia 17-06-2019. La duración mínima del contrato es...,/alquilar/habitacion-vegueta_cono_sur_tafira35015-945856909667513_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1182,Costa Calma (Pájara),390,"Es una habitación individual  disponible a partir del dia 25-05-2018. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-costa_calma-945856909648006_109600/,50,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,1
1183,Puerto Canteras (Las Palmas de Gran Canaria),350,Es una habitación individual  disponible a partir del dia 28-06-2018. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-puerto_canteras35007-945856909658267_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,4
1184,Vecindario-Cruce de Sardina (Santa Lucía de Tirajana),350,"Es una habitación doble exterior disponible a partir del dia 17-05-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-vecindario_cruce_de_sardina-945856909652620_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1185,Núcleo (Arucas),250,Es una habitación individual  disponible a partir del dia 15-02-2019. La duración mínima del contrato es 3 meses...,/alquilar/habitacion-arucas_nucleo35400-945856909623268_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1186,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),275,Es una habitación individual exterior disponible a partir del dia 17-06-2019. La duración mínima del contrato es...,/alquilar/habitacion-vegueta_cono_sur_tafira35015-945856909667511_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1187,Núcleo (Arucas),230,Es una habitación individual  disponible a partir del dia 01-06-2018. La duración mínima del contrato es 2 meses...,/alquilar/habitacion-arucas_nucleo35400-945856909622561_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1188,Vecindario-Los Llanos (Santa Lucía de Tirajana),390,Es una habitación doble  disponible a partir del dia 20-05-2019. La duración mínima del contrato es Menos de 1 m...,/alquilar/habitacion-vecindario_los_llanos-945856909651654_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1189,Sardina (Santa Lucía de Tirajana),250,"Habitación muy luminosa y con ventilación, amueblada. Baño compartido, salón compartido y cocina compartida. El ...",/alquilar/habitacion-santa_lucia_de_tirajana_sardina35110-945856909651566_109600/,12,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,1
1190,La Garita-Marpequeña (Telde),200,Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 3 meses...,/alquilar/habitacion-la_garita_marpequena35212-945856909672324_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,2
1191,Ciudad Alta (Las Palmas de Gran Canaria),200,Es una habitación doble exterior disponible a partir del dia 10-10-2019. La duración mínima del contrato es 1 me...,/alquilar/habitacion-ciudad_alta35011-945856909648913_109600/,54,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1192,Puerto Canteras (Las Palmas de Gran Canaria),350,Es una habitación individual exterior disponible a partir del dia 20-05-2019. El tamaño de la habitación es gran...,/alquilar/habitacion-puerto_canteras35006-945856909672610_109600/,85,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1193,Corralejo (La Oliva),250,"Es una habitación individual  disponible a partir del dia 18-09-2019. El tamaño de la habitación es mediana,  si...",/alquilar/habitacion-la_oliva_corralejo-945856909692053_109600/,250,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1194,Puerto Canteras (Las Palmas de Gran Canaria),350,Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-puerto_canteras35007-945856909651966_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1195,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),350,Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...,/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909621872_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,4
1196,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),350,Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...,/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909597000_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,4
1197,Puerto Canteras (Las Palmas de Gran Canaria),390,Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es gran...,/alquilar/habitacion-puerto_canteras35007-945856909651967_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1198,Núcleo (Arucas),250,Es una habitación individual exterior disponible a partir del dia 04-07-2018. El tamaño de la habitación es medi...,/alquilar/habitacion-arucas_nucleo35400-945856909684682_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1199,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),280,Es una habitación individual exterior disponible a partir del dia 30-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-vegueta_cono_sur_tafira35015-945856909685974_109600/,85,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1200,Puerto Canteras (Las Palmas de Gran Canaria),380,Es una habitación individual  disponible a partir del dia 30-06-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-puerto_canteras35010-945856909666614_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1201,Ciudad Alta (Las Palmas de Gran Canaria),250,Es una habitación individual exterior disponible a partir del dia 15-01-2020. La duración mínima del contrato es...,/alquilar/habitacion-ciudad_alta35011-945856909670406_109600/,110,Amueblada,1,0,0,habitaciones-las_palmas,4
1202,Playa del Inglés (San Bartolomé de Tirajana),350,Es una habitación individual  disponible a partir del dia 19-05-2019. La duración mínima del contrato es 4 Meses...,/alquilar/habitacion-san_bartolome_de_tirajana_playa_del_ingles-945856909653077_109600/,60,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,2
1203,Puerto Canteras (Las Palmas de Gran Canaria),325,"Es una habitación individual  disponible a partir del dia 01-07-2019. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-puerto_canteras35007-945856909664168_109600/,100,Amueblada,1,0,0,habitaciones-las_palmas,2
1204,Núcleo (Arucas),250,"Se alquila amplia habitación en el centro de Arucas, cerca del colegio la Salle.Próxima a la Universidad de Vet...",/alquilar/habitacion-arucas_nucleo-945856909679554_109800/,80,Amueblada,1,: A estrenar,0,habitaciones-las_palmas,3
1205,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),275,Es una habitación individual exterior disponible a partir del dia 17-06-2019. La duración mínima del contrato es...,/alquilar/habitacion-vegueta_cono_sur_tafira35015-945856909667512_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1206,Centro (Las Palmas de Gran Canaria),270,Es una habitación individual exterior disponible a partir del dia 06-05-2019. La duración mínima del contrato es...,/alquilar/habitacion-las_palmas_de_gran_canaria_centro35002-945856909648898_109600/,140,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1207,Centro (Las Palmas de Gran Canaria),260,Es una habitación individual exterior disponible a partir del dia 15-11-2019. El tamaño de la habitación es gran...,/alquilar/habitacion-las_palmas_de_gran_canaria_centro35013-945856909649695_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,4
1208,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),270,"Es una habitación individual  disponible a partir del dia 03-06-2019. El tamaño de la habitación es mediana,  si...",/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909657907_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-las_palmas,3
1209,Tamaraceite-San Lorenzo-Tenoya (Las Palmas de Gran Canaria),250,Es una habitación individual exterior disponible a partir del dia 23-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-tamaraceite_san_lorenzo_tenoya35017-945856909692629_109600/,100,Amueblada,3,: En buen estado,0,habitaciones-las_palmas,4
1210,Puerto Canteras (Las Palmas de Gran Canaria),270,Es una habitación individual exterior disponible a partir del dia 02-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-puerto_canteras35009-945856909672609_109600/,106,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,4
1211,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),400,Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...,/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909654324_109600/,120,Amueblada,2,: A estrenar,0,habitaciones-las_palmas,3
1212,Ciudad Alta (Las Palmas de Gran Canaria),350,"El domicilio se encuentra muy bien situado y con fantásticas vistas, bien conectado con autobuses, comercios cer...",/alquilar/habitacion-ciudad_alta-945856909662798_109800/,98,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1213,Núcleo (Arucas),250,Es una habitación individual exterior disponible a partir del dia 04-07-2018. El tamaño de la habitación es medi...,/alquilar/habitacion-arucas_nucleo35400-945856909684681_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-las_palmas,3
1214,Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria),400,Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...,/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909621874_109600/,120,Amueblada,2,: A estrenar,0,habitaciones-las_palmas,3
1215,El Bosque (Villaviciosa de Odón),950,"Alquiler preciosas habitaciones de lujo en una de las mejores zonas en El bosque.  Disponen de jardinero, vigil...",/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-94212979228_100500/,22,0,0,: A estrenar,0,habitaciones-madrid,0.0
1216,Núcleo Urbano (Villanueva de la Cañada),550,"Alquiler habitaciones en residencia de estudiantes, incluye agua, luz, wifi y limpieza diaria. Posibilidad de me...",/alquilar/habitacion-villanueva_de_la_canada_centro_urbano-945856909274619_109700/,14,Amueblada,1,: En buen estado,0,habitaciones-madrid,1
1217,El Bosque (Villaviciosa de Odón),450,"Disponibles 2 habitaciones con baño compartido en chalet independiente en Urbanización Campodón, próximo a Zona ...",/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-93337792974_106000/,12,0,1,: En buen estado,0,habitaciones-madrid,1
1218,Centro (Villaviciosa de Odón),425,Alquiler de HABITACIONES (425/€mes por dormitorio). ¡Solo queda 1 dormitorio en alquiler!. Centro de Villav...,/alquilar/habitacion-villaviciosa_de_odon_centro-98419748288_106000/,108,0,3,: Reformado,0,habitaciones-madrid,5
1219,El Bosque (Villaviciosa de Odón),400,Alquiler de habitación en el centro de Villaviciosa de Odón. La vivienda es a compartir con la propietaria. Baño...,/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-96699200463_106000/,10,0,1,: En buen estado,0,habitaciones-madrid,1
1220,Zona de las Cárcavas-Arroyo del Bosque (Arroyomolinos),350,SI ESTABAS BUSCANDO EL MOMENTO DE INDEPENDIZARTE ES AHORA    ¿Cuantas veces has pensado que este es el moment...,/alquilar/habitacion-zona_de_las_carcavas_arroyo_del_bosque-92522594509_100500/,8,0,1,0,0,habitaciones-madrid,1
1221,Castillo-Campodón (Villaviciosa de Odón),460,Alquiler de habitaciones en campodon.  1 habitacion disponible en enero con baño propio. Cocina americana con el...,/alquilar/habitacion-castillo_campodon-98432213755_106000/,15,0,3,: En buen estado,0,habitaciones-madrid,3
1222,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),530,Es una habitación individual exterior disponible a partir del dia 01-12-2019. La duración mínima del contrato es...,/alquilar/habitacion-centro_embajadores_lavapies28012-945856909701308_109600/,105,Amueblada,2,: A estrenar,0,habitaciones-madrid,3
1223,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),630,Es una habitación individual exterior disponible a partir del dia 01-12-2019. La duración mínima del contrato es...,/alquilar/habitacion-centro_embajadores_lavapies28012-945856909701307_109600/,105,Amueblada,2,: A estrenar,0,habitaciones-madrid,3
1224,Centro (Leganés),375,Es una habitación individual exterior disponible a partir del dia 05-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-leganes_centro28912-945856909696703_109600/,200,Amueblada,3,: A estrenar,0,habitaciones-madrid,5
1225,Centro (Leganés),300,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-leganes_centro28911-945856909701914_109600/,95,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1226,Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital),450,"Piso exterior recien reformado, con tres habitaciones, una individual y dos dobles (una de ellas con balcón-terr...",/alquilar/habitacion-palomeras_bajas28018-945856909637253_109600/,70,Amueblada,2,0,0,habitaciones-madrid,3
1227,Castellana (Distrito Salamanca. Madrid Capital),1,Es una habitación individual exterior disponible a partir del dia 01-12-2017. La duración mínima del contrato es...,/alquilar/habitacion-salamanca_castellana28006-945856909679724_109600/,120,Amueblada,2,0,0,habitaciones-madrid,2
1228,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),460,Es una habitación individual exterior disponible a partir del dia 11-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-valdezarza28035-945856909691353_109600/,130,Amueblada,4,: En buen estado,0,habitaciones-madrid,5
1229,Edificio Casa Forestal Tablada (Guadarrama),300,Es una habitación individual exterior disponible a partir del dia 09-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-edificio_casa_forestal_tablada-945856909695979_109600/,400,Amueblada,2,: En buen estado,0,habitaciones-madrid,5
1230,Oeste (Móstoles),255,"Se alquila habitaciónes. Amplio salón. Baño y aseo. Cocina con vitrocerámica, nevera y microondas y 2 terrazas. ...",/alquilar/habitacion-mostoles_oeste28935-945856909699365_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1231,Centro (Villaviciosa de Odón),325,"¡Atención estudiantes! , Si buscáis habitaciones en Villaviciosa de Odón, somos la agencia que estáis buscando....",/alquilar/habitacion-villaviciosa_de_odon_centro-945856909591605_109700/,250,Amueblada,3,: En buen estado,0,habitaciones-madrid,8
1232,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),480,"Es una habitación individual  disponible a partir del dia 12-10-2019. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-centro_embajadores_lavapies28012-945856909698317_109600/,65,Amueblada,2,: En buen estado,0,habitaciones-madrid,2
1233,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),400,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-ciudad_lineal_pueblo_nuevo28017-945856909700196_109600/,85,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1234,Sector B (Boadilla del Monte),450,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-sector_b28660-945856909701643_109600/,58,Amueblada,2,: En buen estado,0,habitaciones-madrid,2
1235,Centro (Leganés),375,Es una habitación individual exterior disponible a partir del dia 05-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-leganes_centro28912-945856909696702_109600/,200,Amueblada,3,: A estrenar,0,habitaciones-madrid,5
1236,Canillas (Distrito Hortaleza. Madrid Capital),380,Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 5 Meses...,/alquilar/habitacion-hortaleza_canillas28043-945856909701903_109600/,115,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1237,San Fermín (Distrito Usera. Madrid Capital),325,Es una habitación individual exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-san_fermin-945856909701880_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1238,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),530,Es una habitación individual  disponible a partir del dia 01-12-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-centro_embajadores_lavapies28012-945856909701309_109600/,105,Amueblada,2,: A estrenar,0,habitaciones-madrid,3
1239,Núcleo Urbano (Villanueva de la Cañada),340,Es una habitación individual exterior disponible a partir del dia 24-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909693718_109600/,325,Amueblada,4,: En buen estado,0,habitaciones-madrid,7
1240,Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez),380,Es una habitación individual exterior disponible a partir del dia 01-09-2017. El tamaño de la habitación es medi...,/alquilar/habitacion-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-945856909681908_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1241,Castillo-Campodón (Villaviciosa de Odón),350,"¡¡¡Atención estudiantes!!!, Si buscáis habitaciones en Villaviciosa de Odón, somos la agencia que estáis buscand...",/alquilar/habitacion-castillo_campodon-945856909359902_109700/,200,0,4,: En buen estado,0,habitaciones-madrid,5
1242,Ensanche (Alcobendas),550,Es una habitación individual exterior disponible a partir del dia 04-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-alcobendas_ensanche28100-945856909696522_109600/,100,Amueblada,1,0,0,habitaciones-madrid,4
1243,"San Isidro, Estación (Distrito Centro. Alcalá de Henares)",300,Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 3 meses...,/alquilar/habitacion-san_isidro_estacion28807-945856909693469_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1244,Zona Noroeste (Torrejón de Ardoz),320,Es una habitación individual exterior disponible a partir del dia 16-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-zona_noroeste-945856909685434_109600/,70,Amueblada,2,0,0,habitaciones-madrid,2
1245,El Viso (Distrito Chamartín. Madrid Capital),600,Es una habitación individual  disponible a partir del dia 16-06-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-chamartin_el_viso28036-945856909667533_109600/,100,0,2,: A estrenar,0,habitaciones-madrid,3
1246,Arapiles (Distrito Chamberí. Madrid Capital),500,Es una habitación doble exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es 2 me...,/alquilar/habitacion-chamberi_arapiles28015-945856909654382_109600/,200,Amueblada,3,: En buen estado,0,habitaciones-madrid,7
1247,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),400,"Es una habitación individual  disponible a partir del dia 26-10-2019. El tamaño de la habitación es pequeña,  co...",/alquilar/habitacion-ensanche_de_vallecas_valdecarros28051-945856909703142_109600/,60,Amueblada,1,0,0,habitaciones-madrid,2
1248,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),695,"Es una habitación doble exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-moncloa_aravaca_arguelles28008-945856909703182_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1249,Opañel (Distrito Carabanchel. Madrid Capital),350,Es una habitación individual exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-opanel28019-945856909702830_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1250,Centro (Villaviciosa de Odón),355,Es una habitación individual exterior disponible a partir del dia 20-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-villaviciosa_de_odon_centro-945856909692628_109600/,150,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1251,Aluche (Distrito Latina. Madrid Capital),325,Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-latina_aluche28047-945856909687209_109600/,120,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1252,Aluche (Distrito Latina. Madrid Capital),780,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-latina_aluche28024-945856909702574_109600/,110,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1253,Pueblo (Pozuelo de Alarcón),425,Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-pueblo28223-945856909687198_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1254,Universidad-Malasaña (Distrito Centro. Madrid Capital),600,Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-universidad_malasana28004-945856909681462_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1255,Alcobendas,400,Es una habitación individual exterior disponible a partir del dia 01-10-2016. La duración mínima del contrato es...,/alquilar/habitacion-alcobendas-945856909694771_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-madrid,2
1256,Quintana (Distrito Ciudad Lineal. Madrid Capital),600,Es una habitación individual exterior disponible a partir del dia 22-08-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-ciudad_lineal_quintana-945856909682863_109600/,112,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1257,Zarzaquemada-El Carrascal (Leganés),399,Es una habitación individual exterior disponible a partir del dia 27-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-zarzaquemada_el_carrascal28915-945856909702843_109600/,90,Amueblada,1,: A estrenar,0,habitaciones-madrid,3
1258,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),400,Es una habitación individual exterior disponible a partir del dia 11-12-2016. La duración mínima del contrato es...,/alquilar/habitacion-somosaguas_humera_los_angeles28223-945856909698076_109600/,400,Amueblada,5,0,0,habitaciones-madrid,10
1259,Moscardó (Distrito Usera. Madrid Capital),380,Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-moscardo28026-945856909677743_109600/,70,Amueblada,1,: A estrenar,0,habitaciones-madrid,4
1260,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),400,Es una habitación doble  disponible a partir del dia 27-09-2019. La duración mínima del contrato es Menos de 1 m...,/alquilar/habitacion-pilar28029-945856909694562_109600/,64,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1261,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),350,Es una habitación individual exterior disponible a partir del dia 04-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-ciudad_lineal_pueblo_nuevo28017-945856909701323_109600/,45,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1262,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),350,"Es una habitación individual  disponible a partir del dia 06-09-2019. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-penagrande28035-945856909688240_109600/,85,Amueblada,1,0,0,habitaciones-madrid,3
1263,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),400,Es una habitación doble  disponible a partir del dia 22-09-2019. La duración mínima del contrato es Menos de 1 m...,/alquilar/habitacion-pilar28029-945856909692624_109600/,64,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1264,Chopera (Distrito Arganzuela. Madrid Capital),450,Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-chopera28045-945856909681203_109600/,125,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1265,Núcleo Urbano (Villanueva de la Cañada),395,Es una habitación doble exterior disponible a partir del dia 12-08-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909680178_109600/,577,Amueblada,5,: En buen estado,0,habitaciones-madrid,7
1266,Universidad-Malasaña (Distrito Centro. Madrid Capital),475,Es una habitación doble  disponible a partir del dia 01-08-2019. La duración mínima del contrato es Más de 5 mes...,/alquilar/habitacion-universidad_malasana28004-945856909673986_109600/,140,Amueblada,2,: En buen estado,0,habitaciones-madrid,5
1267,Camino de Almonte (Moraleja de Enmedio),325,Es una habitación individual exterior disponible a partir del dia 15-10-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-camino_de_almonte-945856909699089_109600/,200,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1268,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),500,Es una habitación individual exterior disponible a partir del dia 07-01-2019. La duración mínima del contrato es...,/alquilar/habitacion-ciudad_universitaria28040-945856909663331_109600/,80,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1269,Cuevas-Ilustración (Ciempozuelos),350,"Es una habitación doble exterior disponible a partir del dia 10-09-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-cuevas_ilustracion-945856909690158_109600/,250,Amueblada,3,: En buen estado,0,habitaciones-madrid,4
1270,Almendrales (Distrito Usera. Madrid Capital),460,Es una habitación individual  disponible a partir del dia 04-11-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-almendrales28026-945856909703186_109600/,70,Amueblada,2,: A estrenar,0,habitaciones-madrid,2
1271,Casco Antiguo (Majadahonda),350,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-majadahonda_casco_antiguo28220-945856909698546_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-madrid,2
1272,Gaztambide (Distrito Chamberí. Madrid Capital),520,Es una habitación individual exterior disponible a partir del dia 29-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-gaztambide28015-945856909700655_109600/,1,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1273,Media Legua (Distrito Moratalaz. Madrid Capital),375,Es una habitación individual exterior disponible a partir del dia 25-01-2020. La duración mínima del contrato es...,/alquilar/habitacion-moratalaz_media_legua28030-945856909702548_109600/,1,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1274,Castillo-Campodón (Villaviciosa de Odón),440,"¡¡¡Atención chicas estudiantes y trabajadoras!!!, Si necesitáis alquilar habitaciones en Villaviciosa de Odón, s...",/alquilar/habitacion-castillo_campodon-945856909597170_109700/,500,Amueblada,4,: En buen estado,0,habitaciones-madrid,6
