|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
1417|Se alquila habitación de un piso recién reformado, totalmente equipado.La habitación es amplia, con armarios gr...|28|Chicas|/alquilar/habitacion-puerto_canteras-945856909667193_109800/|Puerto Canteras (Las Palmas de Gran Canaria)|2|450|las_palmas|Reformado|0.0||Amueblada|1|3|68
1418|Es una habitación individual  disponible a partir del dia 18-09-2019. El tamaño de la habitación es mediana,  si...|18||/alquilar/habitacion-la_oliva_corralejo-945856909692053_109600/|Corralejo (La Oliva)|1|250|las_palmas|En buen estado|0.0||Amueblada|1|3|250
1419|Es una habitación individual exterior disponible a partir del dia 15-01-2020. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-ciudad_alta35011-945856909670406_109600/|Ciudad Alta (Las Palmas de Gran Canaria)|2|250|las_palmas|0|0.0||Amueblada|1|4|110
1420|Es una habitación individual exterior disponible a partir del dia 09-09-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-vegueta_cono_sur_tafira35017-945856909686796_109600/|Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria)||250|las_palmas|En buen estado|0.0||Amueblada|1|2|100
1421|Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...|18||/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909621874_109600/|Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria)|3|400|las_palmas|A estrenar|0.0||Amueblada|2|3|120
1422|Es una habitación doble exterior disponible a partir del dia 17-05-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-vecindario_cruce_de_sardina-945856909652620_109600/|Vecindario-Cruce de Sardina (Santa Lucía de Tirajana)|2|350|las_palmas|En buen estado|0.0||Amueblada|1|3|100
1423|Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 3 meses...|18||/alquilar/habitacion-la_garita_marpequena35212-945856909672324_109600/|La Garita-Marpequeña (Telde)|1|200|las_palmas|En buen estado|0.0||Amueblada|1|2|70
1424|Es una habitación individual  disponible a partir del dia 01-07-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-puerto_canteras35007-945856909651965_109600/|Puerto Canteras (Las Palmas de Gran Canaria)||350|las_palmas|En buen estado|0.0||Amueblada|1|3|90
1425|Estupendo piso en el corazón de Vegueta (Las Palmas) para estudiantes. A dos pasos de la parada del autobús dire...|18||/alquilar/habitacion-vegueta_cono_sur_tafira35001-945856909654324_109600/|Vegueta-Cono Sur-Tafira (Las Palmas de Gran Canaria)|3|400|las_palmas|A estrenar|0.0||Amueblada|2|3|120
1426|Es una habitación individual  disponible a partir del dia 29-06-2019. La duración mínima del contrato es 1 mes. ...|18||/alquilar/habitacion-puerto_canteras35010-945856909666615_109600/|Puerto Canteras (Las Palmas de Gran Canaria)|2|380|las_palmas|En buen estado|0.0||Amueblada|1|3|100
1427|Es una habitación individual exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-trobajo_del_camino-945856909703158_109600/|Trobajo del Camino (San Andrés del Rabanedo)|1|200|leon|En buen estado|0.0||Amueblada|1|3|105
1428|Es una habitación individual exterior disponible a partir del dia 09-10-2019. La duración mínima del contrato es...|20||/alquilar/habitacion-san_esteban_las_ventas24008-945856909697822_109600/|San Esteban-Las Ventas (León Capital)|3|225|leon|En buen estado|0.0||Amueblada|2|4|224
1429|Es una habitación individual exterior disponible a partir del dia 15-11-2019. El tamaño de la habitación es gran...|25||/alquilar/habitacion-puente_castro24005-945856909706484_109600/|Puente Castro (León Capital)|2|225|leon|En buen estado|0.0||Amueblada|2|3|97
1430|Es una habitación individual exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-trobajo_del_camino-945856909703159_109600/|Trobajo del Camino (San Andrés del Rabanedo)|1|200|leon|En buen estado|0.0||Amueblada|1|3|105
1431|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-compostilla_columbrianos24404-945856909687227_109600/|Compostilla-Columbrianos (Ponferrada)|1|250|leon|En buen estado|0.0||Amueblada|3|3|350
1432|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-crucero_pinilla_la_vega24009-945856909684270_109600/|Crucero-Pinilla-La Vega (León Capital)|2|180|leon|En buen estado|0.0||Amueblada|2|3|105
1433|Es una habitación individual exterior disponible a partir del dia 15-11-2019. El tamaño de la habitación es medi...|25||/alquilar/habitacion-puente_castro24005-945856909706483_109600/|Puente Castro (León Capital)|2|190|leon|En buen estado|0.0||Amueblada|2|3|97
1434|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-compostilla_columbrianos24404-945856909687226_109600/|Compostilla-Columbrianos (Ponferrada)|1|250|leon|En buen estado|0.0||Amueblada|3|3|350
1435|Es una habitación individual  disponible a partir del dia 22-08-2016. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-crucero_pinilla_la_vega24009-945856909665608_109600/|Crucero-Pinilla-La Vega (León Capital)|4|180|leon|En buen estado|0.0||Amueblada|2|4|120
1436|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-san_esteban_las_ventas24008-945856909693444_109600/|San Esteban-Las Ventas (León Capital)|3|210|leon|En buen estado|0.0||Amueblada|2|4|98
1437|Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es gran...|18|Chicas|/alquilar/habitacion-san_claudio_chantria24004-945856909685395_109600/|San Claudio-Chantría (León Capital)|1|230|leon|0|0.0||Amueblada|2|3|88
1438|Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es gran...|18|Chicas|/alquilar/habitacion-san_esteban_las_ventas24008-945856909695989_109600/|San Esteban-Las Ventas (León Capital)|2|250|leon|En buen estado|0.0||Amueblada|2|3|100
1439|Es una habitación individual  disponible a partir del dia 30-08-2019. El tamaño de la habitación es mediana,  co...|18|Chicas|/alquilar/habitacion-san_claudio_chantria24004-945856909685394_109600/|San Claudio-Chantría (León Capital)|1|230|leon|0|0.0||Amueblada|2|3|88
1440|Es una habitación individual  disponible a partir del dia 21-08-2017. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-el_ejido_santa_ana_la_granja24006-945856909699370_109600/|El Ejido-Santa Ana-La Granja (León Capital)|3|155|leon|A reformar|0.0||Amueblada|2|4|180
1441|habitaciones en piso compartido con gente seria y   tranquila , calefacción central , cerradura en cada habitac...|18||/alquilar/habitacion-san_claudio_chantria24005-945856909684253_109600/|San Claudio-Chantría (León Capital)|2|225|leon|En buen estado|0.0||Amueblada|1|3|100
1442|Es una habitación individual exterior disponible a partir del dia 13-08-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-el_ejido_santa_ana_la_granja24006-945856909680768_109600/|El Ejido-Santa Ana-La Granja (León Capital)|2|170|leon|En buen estado|0.0||Amueblada|2|4|90
1443|Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es pequ...|18||/alquilar/habitacion-ponferrada_flores_del_sil24403-945856909694032_109600/|Flores del Sil (Ponferrada)|3|140|leon|A reformar|0.0||Amueblada|1|4|80
1444|Habitacion en piso de 4 habitaciones, 2 baños, salon-comedor, amplia cocina con despensa, tendedero cubierto y b...|18||/alquilar/habitacion-zona_alta24401-945856909690463_109600/|Zona Alta (Ponferrada)|2|200|leon|En buen estado|0.0||Amueblada|2|4|130
1445|Es una habitación individual exterior disponible a partir del dia 30-09-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-el_ejido_santa_ana_la_granja24003-945856909679513_109600/|El Ejido-Santa Ana-La Granja (León Capital)|3|165|leon|0|0.0||Amueblada|2|4|125
1446|Se alquila habitación en una vivienda en la zona de flores del Sil. Cerca de la Residencia de Ancianos, del Cent...|18||/alquilar/habitacion-ponferrada_flores_del_sil24403-945856909629729_109600/|Flores del Sil (Ponferrada)|3|150|leon|0|0.0||Amueblada|2|3|120
1447|Es una habitación individual exterior disponible a partir del dia 14-01-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_mames_la_palomera24007-945856909670360_109600/|San Mamés-La Palomera (León Capital)|2|185|leon|En buen estado|0.0||Amueblada|2|4|140
1448|Piso nuevo y amplio, a 3 min de la universidad y 10min del centro. Habitación amueblada. Piso con calefacción ga...|18||/alquilar/habitacion-san_mames_la_palomera24007-945856909651921_109600/|San Mamés-La Palomera (León Capital)|1|240|leon|En buen estado|0.0||Amueblada|2|4|120
1449|Es una habitación individual exterior disponible a partir del dia 14-01-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_mames_la_palomera24007-945856909670361_109600/|San Mamés-La Palomera (León Capital)|2|185|leon|En buen estado|0.0||Amueblada|2|4|140
1450|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-villaobispo_de_las_regueras-945856909672265_109600/|Villaobispo de Las Regueras (Villaquilambre)||225|leon|En buen estado|0.0||Amueblada|1|3|100
1451|Se alquilahabitación con derecho a cocina en el centro de Ponferradala habitación esta totalmente amueblada.c...||Chicas y chicos|/alquilar/habitacion-ponferrada_centro-945856909629012_109800/|Centro (Ponferrada)|2|250|leon|En buen estado|0.0||Amueblada|2|4|110
1452|Habitación mediana amueblada en vivienda de 80 m² de superficie útil, ubicada en la zona de Tierras de León, de ...|25|Chicas|/alquilar/habitacion-crucero_pinilla_la_vega-945856909613817_109800/|Crucero-Pinilla-La Vega (León Capital)|3|180|leon|Reformado|0.0||Amueblada|1|3|80
1453|Es una habitación individual exterior disponible a partir del dia 15-11-2019. La duración mínima del contrato es...|20||/alquilar/habitacion-les_centro_urbano-945856909706015_109600/|Les|1|300|lleida|En buen estado|0.0||Amueblada|2|4|120
1454|Es una habitación individual exterior disponible a partir del dia 15-11-2019. La duración mínima del contrato es...|20||/alquilar/habitacion-les_centro_urbano-945856909706016_109600/|Les|1|300|lleida|En buen estado|0.0||Amueblada|2|4|120
1455|Es una habitación doble exterior disponible a partir del dia 07-01-2020. La duración mínima del contrato es Más ...|18|Chicas|/alquilar/habitacion-cappont25001-945856909703162_109600/|Cappont (Lleida Capital)|1|225|lleida|En buen estado|0.0||Amueblada|1|2|80
1456|Es una habitación individual exterior disponible a partir del dia 11-09-2017. El tamaño de la habitación es medi...|18||/alquilar/habitacion-pardinyes25005-945856909668771_109600/|Pardinyes (Lleida Capital)|1|350|lleida|En buen estado|0.0||Amueblada|2|3|160
1457|Es una habitación individual  disponible a partir del dia 26-08-2018. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-lleida_capital_mariola25003-945856909698305_109600/|Mariola (Lleida Capital)|3|250|lleida|En buen estado|0.0||Amueblada|1|4|80
1458|Es una habitación individual exterior disponible a partir del dia 19-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-universitat_xalets_humbert_torres_clot25004-945856909682288_109600/|Universitat-Xalets Humbert Torres-Clot (Lleida Capital)|2|250|lleida|En buen estado|0.0||Amueblada|1|3|80
1459|Es una habitación individual  disponible a partir del dia 12-07-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-lleida_capital_mariola25003-945856909671342_109600/|Mariola (Lleida Capital)|1|185|lleida|En buen estado|0.0||Amueblada|1|3|75
1460|Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-universitat_xalets_humbert_torres_clot25003-945856909666019_109600/|Universitat-Xalets Humbert Torres-Clot (Lleida Capital)|1|225|lleida|En buen estado|0.0||Amueblada|1|3|75
1461|Es una habitación individual exterior disponible a partir del dia 01-08-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-horta_distrito25192-945856909666870_109600/|L'Horta (Lleida Capital)|3|130|lleida|En buen estado|0.0||Amueblada|2|6|600
1462|Es una habitación individual exterior disponible a partir del dia 10-09-2018. El tamaño de la habitación es gran...|18||/alquilar/habitacion-escorxador_intituts25003-945856909669978_109600/|Escorxador Intituts (Lleida Capital)|5|210|lleida|En buen estado|0.0||Amueblada|2|5|120
1463|Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-universitat_xalets_humbert_torres_clot25003-945856909666020_109600/|Universitat-Xalets Humbert Torres-Clot (Lleida Capital)|1|225|lleida|En buen estado|0.0||Amueblada|1|3|75
1464|Es una habitación doble  disponible a partir del dia 17-09-2019. El tamaño de la habitación es mediana,  con fia...|22||/alquilar/habitacion-villaframil-945856909691355_109600/|Villaframil (Ribadeo)||225|lugo|0|0.0||Amueblada|2|3|100
1465|Es una habitación doble exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es 1 me...|20||/alquilar/habitacion-recatelo_o_carme27004-945856909701883_109600/|Recatelo-O Carme (Lugo Capital)|3|160|lugo|0|0.0||Amueblada|2|4|109
1466|Es una habitación doble  disponible a partir del dia 17-09-2019. El tamaño de la habitación es mediana,  con fia...|22||/alquilar/habitacion-villaframil-945856909691356_109600/|Villaframil (Ribadeo)||225|lugo|0|0.0||Amueblada|2|3|100
1467|Es una habitación individual exterior disponible a partir del dia 04-11-2018. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-san_roque_as_fontinas27002-945856909680718_109600/|San Roque-As Fontiñas (Lugo Capital)|3|125|lugo|0|0.0||Amueblada|2|4|100
1468|Es una habitación individual exterior disponible a partir del dia 11-07-2019. La duración mínima del contrato es...|25|Chicas|/alquilar/habitacion-centro_recinto_amurallado27001-945856909670782_109600/|Centro-Recinto amurallado (Lugo Capital)|1|150|lugo|0|0.0||Amueblada|1|3|90
1469|Es una habitación individual  disponible a partir del dia 11-07-2019. La duración mínima del contrato es Más de ...|25|Chicas|/alquilar/habitacion-centro_recinto_amurallado27001-945856909670783_109600/|Centro-Recinto amurallado (Lugo Capital)|1|150|lugo|0|0.0||Amueblada|1|3|90
1470|Es una habitación individual exterior disponible a partir del dia 14-05-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-a_piringalla_albeiros_garabolos27003-945856909651614_109600/|A Piringalla-Albeiros-Garabolos (Lugo Capital)||180|lugo|En buen estado|0.0||Amueblada|2|4|110
1471|Es una habitación individual exterior disponible a partir del dia 14-05-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-a_piringalla_albeiros_garabolos27003-945856909651616_109600/|A Piringalla-Albeiros-Garabolos (Lugo Capital)||180|lugo|En buen estado|0.0||Amueblada|2|4|110
1472|Es una habitación individual  disponible a partir del dia 14-05-2019. La duración mínima del contrato es 2 meses...|22||/alquilar/habitacion-a_piringalla_albeiros_garabolos27003-945856909651617_109600/|A Piringalla-Albeiros-Garabolos (Lugo Capital)||180|lugo|En buen estado|0.0||Amueblada|2|4|110
1473|Es una habitación individual  disponible a partir del dia 14-05-2019. La duración mínima del contrato es 2 meses...|22||/alquilar/habitacion-a_piringalla_albeiros_garabolos27003-945856909651615_109600/|A Piringalla-Albeiros-Garabolos (Lugo Capital)||180|lugo|En buen estado|0.0||Amueblada|2|4|110
1474|"Se alquila habitación en espectacular chalet en la calle olivos de villaviciosa de odón.Chalet reformado al ..."|||/alquilar/habitacion-castillo_campodon-99234958610_100500/|Castillo-Campodón (Villaviciosa de Odón)||500|madrid|A estrenar|0.0||0|2|6|500
1475|Alquiler de habitación en el centro de Villaviciosa de Odón. La vivienda es a compartir con la propietaria. Baño...|||/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-96699200463_106000/|El Bosque (Villaviciosa de Odón)||400|madrid|En buen estado|0.0||0|1|1|10
1476|Alquiler de HABITACIONES (425/€mes por dormitorio). ¡Solo queda 1 dormitorio en alquiler!. Centro de Villav...|||/alquilar/habitacion-villaviciosa_de_odon_centro-98419748288_106000/|Centro (Villaviciosa de Odón)||425|madrid|Reformado|0.0||0|3|5|108
1477|Disponibles 2 habitaciones con baño compartido en chalet independiente en Urbanización Campodón, próximo a Zona ...|||/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-93337792974_106000/|El Bosque (Villaviciosa de Odón)||450|madrid|En buen estado|0.0||0|1|1|12
1478|Alquiler habitaciones en residencia de estudiantes, incluye agua, luz, wifi y limpieza diaria. Posibilidad de me...||Chicas y chicos|/alquilar/habitacion-villanueva_de_la_canada_centro_urbano-945856909274619_109700/|Núcleo Urbano (Villanueva de la Cañada)|4|550|madrid|En buen estado|0.0||Amueblada|1|1|14
1479|Alquiler de habitaciones en campodon.  1 habitacion disponible en enero con baño propio. Cocina americana con el...|||/alquilar/habitacion-castillo_campodon-98432213755_106000/|Castillo-Campodón (Villaviciosa de Odón)||460|madrid|En buen estado|0.0||0|3|3|15
1480|Habitaciones en chalet independiente en el Bosque. 500m2 aproximadamente de vivienda, jardín de uso común. 12 ha...|||/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-97576821033_106000/|El Bosque (Villaviciosa de Odón)||450|madrid|En buen estado|0.0||0|4|12|500
1481|Alquiler de habitaciones para estudiantes en chalet adosado en el casco urbano .  Excelente situación al lado de...|||/alquilar/habitacion-villaviciosa_de_odon_centro-99185011359_106000/|Centro (Villaviciosa de Odón)||430|madrid|En buen estado|0.0||0|2|2|205
1482|Alquiler de dos habitaciones  para estudiantes en El Bosque conviviendo con propietarios. Disponibles dos habita...|||/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-97598975089_106000/|El Bosque (Villaviciosa de Odón)||460|madrid|En buen estado|0.0||0|1|2|25
1483|¡¡¡Atención chicas estudiantes y trabajadoras!!!, Si necesitáis alquilar habitaciones en Villaviciosa de Odón, s...|18|Chicas y chicos|/alquilar/habitacion-castillo_campodon-945856909597170_109700/|Castillo-Campodón (Villaviciosa de Odón)|4|440|madrid|En buen estado|0.0||Amueblada|4|6|500
1484|SI ESTABAS BUSCANDO EL MOMENTO DE INDEPENDIZARTE ES AHORA    ¿Cuantas veces has pensado que este es el moment...|||/alquilar/habitacion-zona_de_las_carcavas_arroyo_del_bosque-92522594509_100500/|Zona de las Cárcavas-Arroyo del Bosque (Arroyomolinos)||350|madrid|0|0.0||0|1|1|8
1485|Se alquila habitación para trabajador en el bosque.  chalet independiente, habitación privada con baño compartid...|||/alquilar/habitacion-villaviciosa_de_odon_el_bosque28670-97552430056_106000/|El Bosque (Villaviciosa de Odón)||400|madrid|En buen estado|0.0||0|1|1|15
1486|¡¡¡Atención estudiantes!!!, Si buscáis habitaciones en Villaviciosa de Odón, somos la agencia que estáis buscand...||Chicas y chicos|/alquilar/habitacion-castillo_campodon-945856909359902_109700/|Castillo-Campodón (Villaviciosa de Odón)|4|350|madrid|En buen estado|0.0||0|4|5|200
1487|¡Atención estudiantes! , Si buscáis habitaciones en Villaviciosa de Odón, somos la agencia que estáis buscando....|18||/alquilar/habitacion-villaviciosa_de_odon_centro-945856909591605_109700/|Centro (Villaviciosa de Odón)|4|325|madrid|En buen estado|0.0||Amueblada|3|8|250
1488|Es una habitación individual exterior disponible a partir del dia 01-02-2020. La duración mínima del contrato es...|19||/alquilar/habitacion-san_isidro_estacion28807-945856909705993_109600/|San Isidro, Estación (Distrito Centro. Alcalá de Henares)|3|350|madrid|0|0.0||Amueblada|1|3|70
1489|Es una habitación individual exterior disponible a partir del dia 01-01-2020. La duración mínima del contrato es...|18|Chicos|/alquilar/habitacion-castillo_campodon-945856909705774_109600/|Castillo-Campodón (Villaviciosa de Odón)|6|460|madrid|En buen estado|0.0||Amueblada|1|8|200
1490|Es una habitación individual exterior disponible a partir del dia 08-10-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-rinconada28803-945856909695977_109600/|Rinconada (Distrito Reyes Católicos. Alcalá de Henares)|1|380|madrid|0|0.0||Amueblada|1|2|72
1491|Es una habitación individual exterior disponible a partir del dia 10-11-2019. La duración mínima del contrato es...|20||/alquilar/habitacion-ciudad_lineal_san_pascual-945856909659560_109600/|San Pascual (Distrito Ciudad Lineal. Madrid Capital)|1|600|madrid|0|0.0||Amueblada|3|3|170
1492|Es una habitación individual exterior disponible a partir del dia 15-11-2019. El tamaño de la habitación es medi...|18|Chicas|/alquilar/habitacion-las_margaritas_universidad28903-945856909705766_109600/|Las Margaritas-Universidad (Getafe)|4|420|madrid|En buen estado|0.0||Amueblada|2|4|120
1493|Se alquila habitaciónes. Amplio salón. Baño y aseo. Cocina con vitrocerámica, nevera y microondas y 2 terrazas. ...|18|Chicas|/alquilar/habitacion-mostoles_oeste28935-945856909699365_109600/|Oeste (Móstoles)|2|255|madrid|En buen estado|0.0||Amueblada|2|4|100
1494|Es una habitación individual exterior disponible a partir del dia 01-12-2019. El tamaño de la habitación es medi...|28|Chicas|/alquilar/habitacion-carabanchel_comillas28019-945856909705457_109600/|Comillas (Distrito Carabanchel. Madrid Capital)|2|300|madrid|0|0.0||Amueblada|1|3|80
1495|Es una habitación individual exterior disponible a partir del dia 20-11-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-apostol_santiago-945856909704987_109600/|Apóstol Santiago (Distrito Hortaleza. Madrid Capital)|1|550|madrid|En buen estado|0.0||Amueblada|1|2|80
1496|Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-san_martin_de_la_vega_centro_urbano-945856909680978_109600/|San Martín de la Vega|5|175|madrid|En buen estado|0.0||Amueblada|3|5|150
1497|Es una habitación individual exterior disponible a partir del dia 22-08-2019. El tamaño de la habitación es medi...|25|Chicas|/alquilar/habitacion-ciudad_lineal_quintana-945856909682863_109600/|Quintana (Distrito Ciudad Lineal. Madrid Capital)|1|600|madrid|En buen estado|0.0||Amueblada|2|3|112
1498|Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más ...|20|Chicas|/alquilar/habitacion-chopera28045-945856909681203_109600/|Chopera (Distrito Arganzuela. Madrid Capital)|4|450|madrid|En buen estado|0.0||Amueblada|2|4|125
1499|Es una habitación individual exterior disponible a partir del dia 15-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-costillares-945856909691014_109600/|Costillares (Distrito Ciudad Lineal. Madrid Capital)|1|550|madrid|En buen estado|0.0||Amueblada|1|2|120
1500|Es una habitación doble  disponible a partir del dia 10-11-2019. La duración mínima del contrato es 2 meses. La ...|19|Chicas|/alquilar/habitacion-pilar28029-945856909706467_109600/|Pilar (Distrito Fuencarral-El Pardo. Madrid Capital)|2|400|madrid|En buen estado|0.0||Amueblada|1|3|64
1501|Es una habitación doble  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 5 Meses. El ...|18|Chicas|/alquilar/habitacion-universidad_malasana28015-945856909703475_109600/|Universidad-Malasaña (Distrito Centro. Madrid Capital)|1|625|madrid|0|0.0||Amueblada|1|2|55
1502|Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...|27|Chicos|/alquilar/habitacion-parque_empresarial28232-945856909662534_109600/|Parque Empresarial (Las Rozas de Madrid)|3|395|madrid|En buen estado|0.0||Amueblada|4|4|190
1503|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-leganes_centro28911-945856909701914_109600/|Centro (Leganés)|3|300|madrid|En buen estado|0.0||Amueblada|2|4|95
1504|Es una habitación individual exterior disponible a partir del dia 18-10-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-zona_sureste-945856909699688_109600/|Zona Sureste (Torrejón de Ardoz)|1|350|madrid|A estrenar|0.0||Amueblada|1|3|85
1505|Es una habitación individual exterior disponible a partir del dia 29-10-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-gaztambide28015-945856909700655_109600/|Gaztambide (Distrito Chamberí. Madrid Capital)|2|520|madrid|En buen estado|0.0||Amueblada|1|3|1
1506|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|23|Chicas|/alquilar/habitacion-acacias28005-945856909703703_109600/|Acacias (Distrito Arganzuela. Madrid Capital)|1|450|madrid|En buen estado|0.0||Amueblada|2|3|108
1507|Es una habitación doble exterior disponible a partir del dia 28-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-chamartin_prosperidad28002-945856909694030_109600/|Prosperidad (Distrito Chamartín. Madrid Capital)|1|700|madrid|En buen estado|0.0||Amueblada|3|1|128
1508|Es una habitación individual exterior disponible a partir del dia 23-12-2019. La duración mínima del contrato es...|30|Chicas|/alquilar/habitacion-avanzada_la_cueva28945-945856909685104_109600/|Avanzada-La Cueva (Fuenlabrada)|1|350|madrid|En buen estado|0.0||Amueblada|1|3|74
1509|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|19||/alquilar/habitacion-pueblo28223-945856909687198_109600/|Pueblo (Pozuelo de Alarcón)|1|425|madrid|En buen estado|0.0||Amueblada|1|2|90
1510|Es una habitación individual exterior disponible a partir del dia 17-12-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-las_margaritas_universidad28903-945856909704963_109600/|Las Margaritas-Universidad (Getafe)|3|295|madrid|En buen estado|0.0||Amueblada|1|3|70
1511|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|22|Chicas|/alquilar/habitacion-opanel28019-945856909698801_109600/|Opañel (Distrito Carabanchel. Madrid Capital)|2|400|madrid|0|0.0||Amueblada|1|3|90
1512|Es una habitación doble exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es 3 me...|23||/alquilar/habitacion-casco28521-945856909590839_109600/|Casco (Rivas-Vaciamadrid)|3|320|madrid|En buen estado|0.0||Amueblada|3|4|365
1513|chalet de 210 m2 en urbanizacion tranquila. buena comunicacion renfe,metro,autobus, a 5 minutos de A5 y universi...|18||/alquilar/habitacion-mostoles_oeste28935-945856909696494_109600/|Oeste (Móstoles)|1|290|madrid|En buen estado|0.0||Amueblada|3|4|210
1514|Excelente ubicación en el centro de Alcalá. Magnificas vistas sobre el casco histórico. Muy buena comunicación y...|22||/alquilar/habitacion-rinconada28803-945856909699670_109600/|Rinconada (Distrito Reyes Católicos. Alcalá de Henares)|2|270|madrid|En buen estado|0.0||Amueblada|1|3|90
1515|Es una habitación individual exterior disponible a partir del dia 04-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-gaztambide28015-945856909687593_109600/|Gaztambide (Distrito Chamberí. Madrid Capital)|2|550|madrid|En buen estado|0.0||Amueblada|2|3|95
1516|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-centro_embajadores_lavapies28012-945856909670384_109600/|Embajadores-Lavapiés (Distrito Centro. Madrid Capital)||650|madrid|A estrenar|0.0||Amueblada|3|8|170
1517|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es 3 meses...|18||/alquilar/habitacion-centro_embajadores_lavapies28012-945856909670386_109600/|Embajadores-Lavapiés (Distrito Centro. Madrid Capital)||625|madrid|A estrenar|0.0||Amueblada|3|8|170
1518|Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es gran...|18|Chicos|/alquilar/habitacion-san_blas_amposta-945856909692032_109600/|Amposta (Distrito San Blas. Madrid Capital)|3|330|madrid|0|0.0||Amueblada|1|3|92
1519|Es una habitación individual  disponible a partir del dia 04-11-2019. La duración mínima del contrato es 1 mes. ...|20|Chicas|/alquilar/habitacion-almendrales28026-945856909703186_109600/|Almendrales (Distrito Usera. Madrid Capital)|1|460|madrid|A estrenar|0.0||Amueblada|2|2|70
