Descr,Edad mínima,Género,Link,Location,Número de inquilinos,Price,area,estadoconservacion,gastosincluidosenalquiler,gastosincluidosenalquiler ,habitacionamueblada,numbanos,numhabitaciones,superficieutil
Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-joaquina_eguaras18013-945856909664453_109600/,Joaquina Eguaras (Distrito Norte. Granada Capital),1,180,granada,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 09-07-2019. La duración mínima del contrato es...,25,,/alquilar/habitacion-almunecar_los_pinos-945856909670370_109600/,Los Pinos (Almuñécar),2,320,granada,En buen estado,0.0,,Amueblada,2,2,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-pajaritos_plaza_de_toros18012-945856909667519_109600/,Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital),4,212,granada,0,0.0,,Amueblada,2,4,0
Es una habitación individual exterior disponible a partir del dia 08-07-2019. El tamaño de la habitación es pequ...,18,,/alquilar/habitacion-armilla_san_miguel18100-945856909669647_109600/,San Miguel (Armilla),2,250,granada,0,0.0,,Amueblada,1,3,70
Es una habitación individual exterior disponible a partir del dia 01-02-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-centro_centro_catedral18001-945856909605700_109600/,Centro-Catedral (Granada Capital),2,370,granada,0,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 06-06-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909658773_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,270,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual exterior disponible a partir del dia 06-06-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909658774_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,300,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual exterior disponible a partir del dia 30-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-zaidin_vergeles18007-945856909675623_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),1,230,granada,En buen estado,0.0,,Amueblada,2,3,90
"Ultimas habitaciones individuales amueblas y con cerradura individual en piso centro -granada, En el precio toda...",,Chicas,/alquilar/habitacion-granada_capital_centro_catedral-945856909687483_109800/,Centro-Catedral (Granada Capital),1,300,granada,En buen estado,0.0,,Amueblada,3,5,130
Es una habitación doble exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es Meno...,18,,/alquilar/habitacion-albaicin_distrito18010-945856909656274_109600/,Albaicín (Granada Capital),3,260,granada,En buen estado,0.0,,Amueblada,1,4,170
Es una habitación individual exterior disponible a partir del dia 20-08-2019. La duración mínima del contrato es...,27,,/alquilar/habitacion-zaidin_vergeles18006-945856909682559_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),1,350,granada,En buen estado,0.0,,Amueblada,1,3,15
Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-centro_centro_catedral18001-945856909605702_109600/,Centro-Catedral (Granada Capital),2,370,granada,0,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 15-07-2017. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-campus_de_la_salud_palacio_de_los_deportes18007-945856909649307_109600/,Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital),3,220,granada,En buen estado,0.0,,Amueblada,2,4,100
Room for rent with Spanish classes included (2 hours a week). The flat is very close to Centro de Lenguas Modern...,18,,/alquilar/habitacion-realejo18009-945856909634023_109600/,Realejo (Granada Capital),2,210,granada,En buen estado,0.0,,Amueblada,2,3,70
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-san_ildefonso_hospital_real18012-945856909670796_109600/,San Ildefonso Hospital Real (Distrito Beiro. Granada Capital),1,550,granada,En buen estado,0.0,,Amueblada,2,3,70
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,24,Chicas,/alquilar/habitacion-los_periodistas_parque_almunia18014-945856909656646_109600/,Los Periodistas-Parque Almunia (Granada Capital),2,230,granada,A estrenar,0.0,,Amueblada,2,3,110
Es una habitación individual exterior disponible a partir del dia 30-06-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909624855_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual exterior disponible a partir del dia 18-07-2016. El tamaño de la habitación es medi...,18,Chicas,/alquilar/habitacion-zaidin_vergeles18007-945856908821031_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),3,220,granada,A estrenar,0.0,,Amueblada,2,3,120
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,25,,/alquilar/habitacion-figares18005-945856909668815_109600/,Figares (Distrito Ronda. Granada Capital),1,250,granada,En buen estado,0.0,,Amueblada,1,2,70
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,Chicas,/alquilar/habitacion-camino_de_ronda18003-945856909656233_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,233,granada,0,0.0,,Amueblada,2,3,100
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-joaquina_eguaras18013-945856909664454_109600/,Joaquina Eguaras (Distrito Norte. Granada Capital),1,180,granada,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-zaidin_vergeles18007-945856909671347_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),1,180,granada,0,0.0,,Amueblada,1,3,95
Es una habitación doble exterior disponible a partir del dia 15-02-2019. La duración mínima del contrato es 4 Me...,18,,/alquilar/habitacion-centro_centro_catedral18001-945856909605701_109600/,Centro-Catedral (Granada Capital),2,380,granada,0,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 30-06-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18004-945856909624862_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,150
"Se alquila habitación -sólo chicas- responsables- ambiente de estudio, en piso compartido. Equipado y amueblado ...",18,Chicas,/alquilar/habitacion-los_periodistas_parque_almunia18014-945856909672931_109600/,Los Periodistas-Parque Almunia (Granada Capital),1,210,granada,A estrenar,0.0,,Amueblada,2,3,120
Es una habitación doble exterior disponible a partir del dia 01-10-2019. La duración mínima del contrato es 2 me...,25,,/alquilar/habitacion-centro_centro_catedral18001-945856909590838_109600/,Centro-Catedral (Granada Capital),,275,granada,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación doble exterior disponible a partir del dia 30-01-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-granada_capital_chana18015-945856909605751_109600/,Chana (Granada Capital),3,250,granada,A estrenar,0.0,,Amueblada,2,4,75
"Alquilo habitación con clases de inglés incluidas. Soy traductora y vivo con mi hijo de 9 años, simpático y educ...",18,,/alquilar/habitacion-realejo18009-945856909634024_109600/,Realejo (Granada Capital),1,210,granada,En buen estado,0.0,,Amueblada,2,3,70
Es una habitación individual  disponible a partir del dia 30-06-2017. La duración mínima del contrato es 1 mes. ...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909624857_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual exterior disponible a partir del dia 25-07-2017. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-campus_de_la_salud_palacio_de_los_deportes18007-945856909573865_109600/,Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital),3,220,granada,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación doble exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-caseria_de_montijo_nueva_granada18011-945856909605696_109600/,Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital),2,260,granada,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 15-07-2017. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-campus_de_la_salud_palacio_de_los_deportes18007-945856909573866_109600/,Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital),3,220,granada,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-joaquina_eguaras18013-945856909664452_109600/,Joaquina Eguaras (Distrito Norte. Granada Capital),1,180,granada,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 11-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-beiro_san_francisco_javier18011-945856909655468_109600/,San Francisco Javier (Distrito Beiro. Granada Capital),2,200,granada,En buen estado,0.0,,Amueblada,2,5,100
Es una habitación individual exterior disponible a partir del dia 01-09-2019. El tamaño de la habitación es medi...,18,Chicas,/alquilar/habitacion-zaidin_vergeles18007-945856909673541_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),1,260,granada,En buen estado,0.0,,Amueblada,1,3,100
"Se alquila habitación -sólo chicas- responsables- ambiente de estudio, en piso compartido. Equipado y amueblado ...",18,Chicas,/alquilar/habitacion-los_periodistas_parque_almunia18014-945856909672930_109600/,Los Periodistas-Parque Almunia (Granada Capital),1,210,granada,A estrenar,0.0,,Amueblada,2,3,120
Es una habitación doble exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-caseria_de_montijo_nueva_granada18011-945856909605698_109600/,Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital),2,240,granada,En buen estado,0.0,,Amueblada,1,3,75
"Se busca compañera de piso, para ocupar habitación individual en piso compartido con 2 chicas más. Excelente amb...",18,,/alquilar/habitacion-los_periodistas_parque_almunia-945856909659667_109800/,Los Periodistas-Parque Almunia (Granada Capital),3,210,granada,En buen estado,0.0,,Amueblada,2,3,118
Es una habitación individual exterior disponible a partir del dia 15-06-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-beiro_san_francisco_javier18011-945856909655469_109600/,San Francisco Javier (Distrito Beiro. Granada Capital),1,275,granada,0,0.0,,Amueblada,2,4,170
Es una habitación doble exterior disponible a partir del dia 01-01-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-caseria_de_montijo_nueva_granada18011-945856909605697_109600/,Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital),2,240,granada,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación doble exterior disponible a partir del dia 11-09-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-granada_capital_chana18015-945856909605750_109600/,Chana (Granada Capital),3,330,granada,A estrenar,0.0,,Amueblada,2,4,75
Es una habitación individual exterior disponible a partir del dia 13-05-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-zaidin_vergeles18008-945856909651315_109600/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),2,150,granada,En buen estado,0.0,,Amueblada,1,3,90
Es una habitación individual  disponible a partir del dia 30-06-2017. La duración mínima del contrato es 1 mes. ...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909624854_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación doble exterior disponible a partir del dia 27-03-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-granada_capital_chana18015-945856909605748_109600/,Chana (Granada Capital),3,250,granada,A estrenar,0.0,,Amueblada,2,4,75
Es una habitación individual exterior disponible a partir del dia 30-06-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909624856_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-beiro_san_francisco_javier18013-945856909692038_109600/,San Francisco Javier (Distrito Beiro. Granada Capital),2,250,granada,En buen estado,0.0,,Amueblada,2,3,117
Es una habitación individual exterior disponible a partir del dia 01-09-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909675600_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),,200,granada,En buen estado,0.0,,Amueblada,1,1,100
Es una habitación doble exterior disponible a partir del dia 01-10-2019. La duración mínima del contrato es Más ...,30,Chicas,/alquilar/habitacion-cotobro18690-945856909694046_109600/,Cotobro (Almuñécar),1,350,granada,En buen estado,0.0,,Amueblada,2,3,120
Es una habitación individual exterior disponible a partir del dia 31-05-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-camino_de_ronda18002-945856909651665_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),3,275,granada,0,0.0,,Amueblada,2,3,500
"Se alquila habitación para septiembre, octubre, noviembre en un bonito ático. Seriamos dos en el piso. Incluye c...",29,Chicos,/alquilar/habitacion-pajaritos_plaza_de_toros18014-945856909671181_109800/,Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital),1,270,granada,En buen estado,0.0,,Amueblada,1,2,150
Es una habitación individual exterior disponible a partir del dia 03-08-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-realejo18009-945856909608859_109600/,Realejo (Granada Capital),2,310,granada,En buen estado,0.0,,Amueblada,2,4,140
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18003-945856909652304_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,160,granada,0,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18003-945856909652305_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,150,granada,0,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 30-06-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18004-945856909624859_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,150
Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-camino_de_ronda18004-945856909624863_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),5,195,granada,En buen estado,0.0,,Amueblada,2,5,150
Es una habitación individual exterior disponible a partir del dia 06-06-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-camino_de_ronda18002-945856909658776_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,270,granada,En buen estado,0.0,,Amueblada,2,5,200
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-camino_de_ronda18003-945856909655539_109600/,Camino de Ronda (Distrito Ronda. Granada Capital),1,220,granada,En buen estado,0.0,,Amueblada,1,3,50
Es una habitación individual exterior disponible a partir del dia 09-07-2019. El tamaño de la habitación es pequ...,25,,/alquilar/habitacion-almunecar_los_pinos-945856909670371_109600/,Los Pinos (Almuñécar),2,320,granada,En buen estado,0.0,,Amueblada,2,2,80
"Buenas. Somos dos opositores MIR que buscamos a un compañero para la próxima convocatoria (2020), que también se...",24,Chicas y chicos,/alquilar/habitacion-zaidin_vergeles18007-945856909652729_109800/,Zaidín-Vergeles (Distrito Zaidín. Granada Capital),2,267,granada,Reformado,0.0,,Amueblada,2,3,80
Es una habitación doble exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es 1 me...,18,,/alquilar/habitacion-torrejon_del_rey_centro_urbano-945856909698114_109600/,Torrejón del Rey,3,390,guadalajara,A estrenar,0.0,,Amueblada,5,8,450
Es una habitación individual exterior disponible a partir del dia 07-10-2019. La duración mínima del contrato es...,25,Chicas,/alquilar/habitacion-aguas_vivas_las_lomas_alamin19005-945856909697255_109600/,Aguas Vivas-Las Lomas-Alamín (Guadalajara Capital),2,270,guadalajara,En buen estado,0.0,,Amueblada,2,3,85
Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-torrejon_del_rey_centro_urbano-945856909698110_109600/,Torrejón del Rey,3,350,guadalajara,A estrenar,0.0,,Amueblada,5,8,450
Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-torrejon_del_rey_centro_urbano-945856909698112_109600/,Torrejón del Rey,3,350,guadalajara,A estrenar,0.0,,Amueblada,5,8,450
Es una habitación individual exterior disponible a partir del dia 10-10-2019. El tamaño de la habitación es medi...,18,Chicas,/alquilar/habitacion-aguas_vivas_las_lomas_alamin19005-945856909697219_109600/,Aguas Vivas-Las Lomas-Alamín (Guadalajara Capital),2,301,guadalajara,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación doble exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es 1 me...,18,,/alquilar/habitacion-torrejon_del_rey_centro_urbano-945856909698111_109600/,Torrejón del Rey,3,390,guadalajara,A estrenar,0.0,,Amueblada,5,8,450
Es una habitación individual exterior disponible a partir del dia 05-10-2019. El tamaño de la habitación es medi...,18,Chicas,/alquilar/habitacion-san_roque_la_concordia19002-945856909696290_109600/,San Roque-La Concordia (Guadalajara Capital),1,200,guadalajara,En buen estado,0.0,,Amueblada,2,3,95
Es una habitación individual exterior disponible a partir del dia 09-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-aguas_vivas_las_lomas_alamin19005-945856909698086_109600/,Aguas Vivas-Las Lomas-Alamín (Guadalajara Capital),3,250,guadalajara,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación individual exterior disponible a partir del dia 05-10-2019. El tamaño de la habitación es medi...,18,Chicas,/alquilar/habitacion-san_roque_la_concordia19002-945856909696289_109600/,San Roque-La Concordia (Guadalajara Capital),1,200,guadalajara,En buen estado,0.0,,Amueblada,2,3,95
Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-torrejon_del_rey_centro_urbano-945856909698113_109600/,Torrejón del Rey,3,350,guadalajara,A estrenar,0.0,,Amueblada,5,8,450
Se alquilar 2 habitaciones en piso compartido tiene 4 dormitorios 2 baños salon cocina y garaje en la calle feli...,18,,/alquilar/habitacion-san_roque_la_concordia19002-945856909667449_109600/,San Roque-La Concordia (Guadalajara Capital),2,200,guadalajara,En buen estado,0.0,,Amueblada,2,4,114
"Alquilo 2 habitaciones en piso comptido esta en la c/ felipe solano tiene 4 dormitorios, salon, cocina, servicio...",18,,/alquilar/habitacion-san_roque_la_concordia19002-945856909667450_109600/,San Roque-La Concordia (Guadalajara Capital),2,200,guadalajara,En buen estado,0.0,,Amueblada,2,4,114
Es una habitación individual exterior disponible a partir del dia 30-09-2019. El tamaño de la habitación es medi...,18,Chicos,/alquilar/habitacion-constitucion_balconcillo19004-945856909690735_109600/,Constitución-Balconcillo (Guadalajara Capital),2,175,guadalajara,En buen estado,0.0,,Amueblada,1,3,75
Se alquilar 2 habitaciones en piso compartido tiene 4 dormitorios 2 baños salon cocina y garaje en la calle feli...,18,,/alquilar/habitacion-san_roque_la_concordia19002-945856909667448_109600/,San Roque-La Concordia (Guadalajara Capital),2,200,guadalajara,En buen estado,0.0,,Amueblada,2,4,114
"Hola, tengo habitaciones libres en piso en Guadalajara, zona Constitución-Universidad (centro ciudad). Calefacci...",18,,/alquilar/habitacion-constitucion_balconcillo19003-945856909666878_109600/,Constitución-Balconcillo (Guadalajara Capital),2,255,guadalajara,En buen estado,0.0,,Amueblada,2,4,140
"Alquilo piso de 2 habitaciones en Loranca de Tajuña, en el centro del pueblo, completamente amueblado. Precio 32...",18,,/alquilar/habitacion-aranzueque_centro_urbano-945856909666848_109600/,Aranzueque,1,270,guadalajara,0,0.0,,Amueblada,1,2,70
"Alquilo 2 habitaciones en piso comptido esta en la c/ felipe solano tiene 4 dormitorios, salon, cocina, servicio...",18,,/alquilar/habitacion-san_roque_la_concordia19002-945856909667451_109600/,San Roque-La Concordia (Guadalajara Capital),2,200,guadalajara,En buen estado,0.0,,Amueblada,2,4,114
"Se alquila 1 habitación con terraza, amueblada, cama de 1,20, armario empotrado con Cocina Estar. A ESTRENAR. Zo...",20,Chicas,/alquilar/habitacion-aguas_vivas_las_lomas_alamin-945856909683334_109800/,Aguas Vivas-Las Lomas-Alamín (Guadalajara Capital),4,300,guadalajara,A estrenar,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 03-11-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_sebastian_donostia_distrito_centro20005-945856909700681_109600/,Centro (San Sebastián - Donostia),3,560,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,3,5,180
Es una habitación individual exterior disponible a partir del dia 03-11-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_sebastian_donostia_distrito_centro20005-945856909700682_109600/,Centro (San Sebastián - Donostia),3,460,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,3,5,180
"Es una habitación individual  disponible a partir del dia 01-05-2018. El tamaño de la habitación es grande,  con...",25,,/alquilar/habitacion-san_sebastian_donostia_gros20001-945856909683426_109600/,Gros (San Sebastián - Donostia),1,350,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 2 meses...,18,,/alquilar/habitacion-san_sebastian_donostia_gros20013-945856909702198_109600/,Gros (San Sebastián - Donostia),1,370,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,3,90
Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-hernani_centro_urbano-945856909700391_109600/,Hernani,2,300,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,3,55
Es una habitación individual exterior disponible a partir del dia 05-10-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-hondarribia_centro_urbano-945856909696707_109600/,Hondarribia,2,350,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación individual exterior disponible a partir del dia 01-10-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-antiguo_ondarreta20018-945856909693697_109600/,Antiguo Ondarreta (San Sebastián - Donostia),1,550,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,3,100
Es una habitación individual exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-san_sebastian_donostia_distrito_centro20005-945856909698307_109600/,Centro (San Sebastián - Donostia),2,460,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,1,70
Es una habitación individual exterior disponible a partir del dia 14-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_sebastian_donostia_egia20012-945856909697544_109600/,Egia (San Sebastián - Donostia),4,500,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,3,145
Es una habitación individual exterior disponible a partir del dia 03-09-2019. El tamaño de la habitación es medi...,25,Chicas,/alquilar/habitacion-san_sebastian_donostia_distrito_centro20003-945856909687152_109600/,Centro (San Sebastián - Donostia),3,600,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,3,4,150
Es una habitación individual exterior disponible a partir del dia 02-07-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-antiguo_ondarreta20018-945856909656886_109600/,Antiguo Ondarreta (San Sebastián - Donostia),2,550,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,1,1,90
Es una habitación individual exterior disponible a partir del dia 20-10-2019. La duración mínima del contrato es...,20,,/alquilar/habitacion-erdialdea_alde_zaharra_mendibil_santiago20304-945856909700207_109600/,Erdialdea-Alde Zaharra-Mendibil-Santiago (Irun),3,300,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,2,4,104
Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es Más de ...,30,Chicas,/alquilar/habitacion-amara_berri20010-945856909702814_109600/,Amara Berri (San Sebastián - Donostia),3,375,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 11-10-2019. El tamaño de la habitación es pequ...,18,,/alquilar/habitacion-anaka_san_miguel_el_pinar20301-945856909698339_109600/,Anaka-San Miguel-El Pinar (Irun),1,200,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,1,70
Es una habitación individual exterior disponible a partir del dia 11-11-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_sebastian_donostia_distrito_centro20006-945856909703184_109600/,Centro (San Sebastián - Donostia),1,300,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 2 meses...,18,,/alquilar/habitacion-san_sebastian_donostia_gros20013-945856909702199_109600/,Gros (San Sebastián - Donostia),1,430,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,3,90
Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 5 Meses...,28,Chicas,/alquilar/habitacion-amara_berri20010-945856909702833_109600/,Amara Berri (San Sebastián - Donostia),4,350,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 07-08-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-ibarra_centro_urbano20400-945856909701294_109600/,Ibarra,2,575,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,2,72
Es una habitación individual exterior disponible a partir del dia 01-02-2020. La duración mínima del contrato es...,22,,/alquilar/habitacion-san_sebastian_donostia_gros20013-945856909695685_109600/,Gros (San Sebastián - Donostia),3,430,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 05-10-2019. El tamaño de la habitación es pequ...,18,,/alquilar/habitacion-hondarribia_centro_urbano-945856909696708_109600/,Hondarribia,2,350,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es medi...,35,Chicas,/alquilar/habitacion-san_sebastian_donostia_egia20012-945856909694801_109600/,Egia (San Sebastián - Donostia),1,320,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,1,1,80
"Habitación con baño propio (20 m2), en amplia vivienda (150 m2) muy céntrica todo exterior. Servicios cocina eq...",20,,/alquilar/habitacion-eibar_centro_urbano-945856909648238_109600/,Eibar,2,450,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,3,3,150
"Habitación con baño propio (20 m2), en amplia vivienda (150 m2) muy céntrica todo exterior. Servicios cocina eq...",20,,/alquilar/habitacion-eibar_centro_urbano-945856909648237_109600/,Eibar,2,450,guipuzcoa_gipuzkoa,En buen estado,0.0,,Amueblada,3,3,150
Es una habitación individual exterior disponible a partir del dia 23-08-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-bergara_centro_urbano-945856909664787_109600/,Bergara,1,250,guipuzcoa_gipuzkoa,0,0.0,,Amueblada,1,3,100
